845	None	0
2731	Clap	1
2110	None	0
8943	Clap	1
17971	Clap	1
5450	None	0
12654	Clap	1
7513	Clap	1
5461	Clap	1
16300	Clap	1
14426	Clap	1
2970	Clap	1
10275	None	0
1186	Clap	1
18435	Clap	1
17759	Clap	1
1029	Clap	1
17435	Clap	1
2768	Clap	1
9267	Clap	1
12026	Clap	1
11551	None	0
17549	Clap	1
4440	None	0
13443	Clap	1
10647	Clap	1
13277	Clap	1
9488	Clap	1
13681	Clap	1
17354	Clap	1
5062	Clap	1
12406	Clap	1
10335	Clap	1
2266	Clap	1
4567	Clap	1
18605	Clap	1
19565	Clap	1
13860	Clap	1
1337	Clap	1
846	Clap	1
558	None	0
10197	Clap	1
8876	Clap	1
4660	Clap	1
13960	Clap	1
1058	None	0
900	Clap	1
1194	Clap	1
5063	Clap	1
2699	Clap	1
17401	None	0
7244	None	0
10149	Clap	1
9813	Clap	1
2956	Clap	1
7705	None	0
3725	Clap	1
5111	None	0
19291	Clap	1
19598	Clap	1
18163	Clap	1
2598	Clap	1
16154	Clap	1
6263	Clap	1
18855	None	0
4545	None	0
5551	None	0
3056	Clap	1
1322	Clap	1
11415	None	0
15346	Clap	1
2770	None	0
9070	Clap	1
14992	Clap	1
5526	Clap	1
16313	Clap	1
1973	Clap	1
18396	Clap	1
8929	Clap	1
9459	Clap	1
3462	Clap	1
18990	Clap	1
18712	None	0
7479	Clap	1
12688	Clap	1
6086	Clap	1
10360	Clap	1
7840	None	0
4842	None	0
9465	Clap	1
10710	None	0
16832	Clap	1
2240	None	0
19948	Clap	1
7691	Clap	1
3764	Clap	1
5504	None	0
18377	Clap	1
3791	Clap	1
15789	Clap	1
159	Clap	1
15744	None	0
12767	Clap	1
11544	None	0
11025	None	0
16713	Clap	1
8580	None	0
3099	Clap	1
8055	None	0
1250	None	0
2299	Clap	1
10377	Clap	1
11916	Clap	1
1398	Clap	1
7598	Clap	1
14840	None	0
11321	Clap	1
18368	Clap	1
9434	Clap	1
8183	Clap	1
19435	Clap	1
12111	None	0
5833	Clap	1
4500	None	0
1917	Clap	1
13661	Clap	1
2617	Clap	1
12106	Clap	1
412	None	0
17122	None	0
123	Clap	1
17544	None	0
8029	Clap	1
12173	Clap	1
7017	None	0
18380	Clap	1
12499	Clap	1
8396	Clap	1
15791	Clap	1
12670	Clap	1
3734	Clap	1
15568	Clap	1
2198	Clap	1
2241	None	0
10481	None	0
5048	None	0
3857	Clap	1
13923	Clap	1
2039	Clap	1
15111	None	0
19655	Clap	1
15814	None	0
12369	Clap	1
10065	Clap	1
17732	Clap	1
6227	Clap	1
2574	None	0
17285	None	0
10422	None	0
3475	Clap	1
2220	None	0
6911	Clap	1
18136	Clap	1
10697	Clap	1
7453	Clap	1
5760	Clap	1
17613	Clap	1
6307	Clap	1
19706	Clap	1
14932	Clap	1
14667	Clap	1
16602	Clap	1
14050	None	0
17029	Clap	1
16093	Clap	1
7758	None	0
12013	Clap	1
14771	None	0
15241	None	0
14328	Clap	1
19134	Clap	1
941	Clap	1
7786	Clap	1
7907	Clap	1
13116	Clap	1
14478	None	0
19828	Clap	1
14297	Clap	1
13287	Clap	1
13202	Clap	1
9157	Clap	1
9679	Clap	1
10929	Clap	1
7100	None	0
13560	Clap	1
14712	None	0
10736	Clap	1
16354	Clap	1
16906	Clap	1
7815	None	0
11689	Clap	1
17052	None	0
4874	None	0
13281	Clap	1
12259	Clap	1
2930	Clap	1
11066	Clap	1
12750	None	0
14842	None	0
13658	Clap	1
7885	None	0
10403	Clap	1
17986	Clap	1
12339	Clap	1
1823	Clap	1
1702	None	0
8612	Clap	1
19296	Clap	1
7824	None	0
15675	Clap	1
5534	Clap	1
12690	Clap	1
6585	Clap	1
16719	Clap	1
12019	Clap	1
15237	Clap	1
1927	Clap	1
15866	Clap	1
6568	Clap	1
3595	Clap	1
3253	Clap	1
4846	Clap	1
10384	Clap	1
8495	Clap	1
7044	None	0
1961	Clap	1
19978	Clap	1
7445	None	0
14160	Clap	1
10163	Clap	1
15799	Clap	1
3160	Clap	1
9914	Clap	1
3229	Clap	1
17534	Clap	1
8347	Clap	1
5639	Clap	1
4815	None	0
15018	None	0
2525	None	0
748	None	0
7486	Clap	1
1972	Clap	1
19485	Clap	1
15168	Clap	1
2945	Clap	1
1070	None	0
5219	Clap	1
576	Clap	1
3885	Clap	1
469	Clap	1
18624	Clap	1
6020	Clap	1
17789	Clap	1
11651	Clap	1
19983	Clap	1
17318	Clap	1
1863	Clap	1
7125	None	0
16531	Clap	1
6429	Clap	1
6924	Clap	1
9969	Clap	1
11375	Clap	1
18518	None	0
10459	Clap	1
3832	Clap	1
9875	Clap	1
1770	None	0
12962	Clap	1
15368	Clap	1
19334	Clap	1
2249	Clap	1
11534	Clap	1
14472	None	0
6314	Clap	1
16018	Clap	1
19055	Clap	1
75	None	0
4998	Clap	1
19235	Clap	1
19750	Clap	1
3634	Clap	1
19592	Clap	1
10486	Clap	1
4530	Clap	1
5994	Clap	1
16195	Clap	1
2406	Clap	1
17862	Clap	1
9354	Clap	1
18729	Clap	1
1143	Clap	1
4760	Clap	1
6736	Clap	1
19624	Clap	1
3359	Clap	1
17622	Clap	1
11598	Clap	1
14939	Clap	1
8132	Clap	1
16728	Clap	1
3692	Clap	1
6910	Clap	1
12861	Clap	1
